ProductID	FOB	Duty	Freight	Other	Standard Unit Cost
K&D/JOS-78931	9.12	1.77	0.62	1.240000000000002	12.75
K&D/JOS-80974	3.67	0.64	0.22	0.11000000000000032	4.64
K&D/JOY-78099	9.69	1.68	0.28	2.030000000000001	13.68
K&D/JUI-39992	18.82	3.09	1.08	1.6499999999999986	24.64
K&D/KAI-11907	12.95	2.01	0.26	1.5400000000000027	16.76
K&D/KAM-10033	10.82	1.74	0.51	1.08	14.15
K&D/KEU-39378	15.4	2.42	0.62	1.5999999999999979	20.04
K&D/KEU-75207	22.45	3.81	1.36	2.110000000000003	29.73
K&D/KIK-89065	11.85	2.08	0.18	2.4599999999999973	16.569999999999997
K&D/KIK-94178	5.72	0.98	0.17	1.0999999999999996	7.969999999999999
K&D/KIT-21129	4.88	0.84	0.35	0.15000000000000036	6.22
K&D/KIT-42745	10.5	1.89	0.92	1.4100000000000001	14.72
K&D/KIT-48521	15.53	2.62	0.85	1.3000000000000007	20.3
K&D/KIT-48779	2.9	0.45	0.09	0.20999999999999996	3.65
K&D/KIT-56538	15.24	2.5	0.98	0.9099999999999966	19.63
K&D/KIT-68762	1.52	0.27	0.12	0.07999999999999985	1.99
K&D/KIT-89311	14.03	2.38	0.67	1.9699999999999989	19.05
K&D/KIT-98262	7.37	1.43	0.26	1.379999999999999	10.44
K&D/KIZ-05992	15.31	3.04	1.43	2.09	21.87
K&D/KLI-30715	8.4	1.38	0.62	0.9000000000000004	11.3
K&D/KLI-38291	2.59	0.46	0.22	0.18999999999999995	3.46
K&D/LAR-78034	17.42	3.05	0.64	2.3399999999999963	23.45
K&D/LIB-28025	14.97	2.51	1.14	0.629999999999999	19.25
K&D/LIB-35033	9.96	1.7	0.74	0.5899999999999999	12.99
K&D/LIB-95584	1.93	0.31	0.16	0.0900000000000003	2.49
K&D/LIF-20450	6.9	1.2	0.34	0.9299999999999997	9.37
K&D/LIF-35029	2.98	0.53	0.08	0.6299999999999999	4.22
K&D/LIF-71704	2.76	0.51	0.13	0.4200000000000004	3.82
K&D/LIP-58129	3.13	0.57	0.1	0.41999999999999993	4.22
K&D/LIV-90746	6.6	1.12	0.2	1.2300000000000004	9.15
K&D/LOD-21813	3.34	0.59	0.15	0.5499999999999998	4.63
K&D/LOD-48408	2.52	0.46	0.05	0.30000000000000027	3.33
K&D/LON-92933	8.14	1.61	0.81	1.0399999999999991	11.6
K&D/LUI-42938	8.15	1.39	0.66	0.5399999999999991	10.74
K&D/LUM-75379	5.81	0.97	0.46	0.8099999999999996	8.049999999999999
K&D/MAG-22685	9.08	1.74	0.58	1.1999999999999993	12.6
K&D/MAR-99598	8.03	1.5	0.37	1.0900000000000016	10.99
K&D/MAS-00621	4.0	0.71	0.13	0.28000000000000025	5.12
K&D/MAS-43176	10.22	1.66	0.58	1.0299999999999994	13.49
K&D/MAS-98408	7.8	1.35	0.21	0.47999999999999865	9.84
K&D/MAX-66037	7.88	1.42	0.43	1.1799999999999997	10.91
K&D/MAX-99935	4.85	0.86	0.17	0.9000000000000004	6.78
K&D/MEA-14744	1.56	0.3	0.12	0.2200000000000002	2.2
K&D/MEM-76842	3.76	0.67	0.22	0.6100000000000003	5.26
K&D/MER-23501	10.29	1.75	0.16	2.120000000000001	14.32
K&D/MES-11921	6.59	1.21	0.51	0.4599999999999991	8.77
K&D/MES-35998	20.96	3.42	1.83	0.39000000000000057	26.6
K&D/MET-49880	19.86	3.58	1.77	2.120000000000001	27.33
K&D/MIC-40752	4.1	0.64	0.12	0.27000000000000046	5.13
K&D/MIE-45353	3.56	0.58	0.25	0.1399999999999988	4.5299999999999985
K&D/MIR-47737	5.34	0.84	0.49	0.3100000000000005	6.98
K&D/MIR-73944	16.55	2.93	0.28	2.3999999999999986	22.16
K&D/MIS-71361	13.77	2.35	1.27	1.3000000000000007	18.69
K&D/MON-20858	1.74	0.31	0.06	0.26000000000000023	2.37
K&D/MOS-97212	18.49	3.52	1.05	3.150000000000002	26.21
K&D/MR.-09939	5.03	0.89	0.16	1.04	7.12
K&D/MR.-17484	30.35	5.71	2.69	3.1099999999999994	41.86
K&D/MR.-53389	2.27	0.37	0.04	0.1599999999999997	2.84
K&D/MRS-43579	11.99	1.84	0.39	0.9299999999999997	15.15
K&D/NES-88878	8.74	1.53	0.7	0.5600000000000005	11.53
K&D/NEW-09583	26.1	4.46	1.55	1.8100000000000023	33.92
K&D/NEW-79682	2.83	0.5	0.11	0.4900000000000002	3.93
K&D/NIC-99177	1.86	0.33	0.13	0.1200000000000001	2.44
K&D/NON-53436	13.55	2.16	1.21	0.6099999999999994	17.53
K&D/NOR-12665	2.62	0.44	0.21	0.20999999999999996	3.48
K&D/NOR-20161	9.59	1.68	0.5	0.7800000000000011	12.55
K&D/NOR-23328	2.34	0.42	0.12	0.3999999999999999	3.28
K&D/NOR-28786	12.24	2.19	0.36	2.460000000000001	17.25
K&D/NOR-45871	3.57	0.6	0.22	0.23000000000000043	4.62
K&D/NOR-50007	3.89	0.69	0.26	0.6100000000000003	5.45
K&D/NOR-57094	1.71	0.3	0.1	0.3200000000000003	2.43
K&D/NOR-81963	2.19	0.34	0.13	0.1200000000000001	2.78
K&D/NOR-81998	6.45	1.09	0.15	1.1499999999999995	8.84
K&D/NOR-95263	1.66	0.3	0.1	0.16000000000000014	2.22
K&D/NOR-97091	7.21	1.21	0.27	0.3800000000000008	9.07
K&D/NOR-97320	25.44	4.17	1.37	2.3000000000000007	33.28
K&D/NOR-99662	3.68	0.66	0.18	0.3200000000000003	4.84
K&D/NOS-03376	3.43	0.64	0.08	0.4599999999999982	4.6099999999999985
K&D/NOS-15817	10.53	1.84	0.33	1.6399999999999988	14.339999999999998
K&D/NOS-23963	1.71	0.31	0.15	0.20000000000000018	2.37
K&D/NOS-25450	12.77	2.4	0.21	2.329999999999993	17.709999999999994
K&D/NOS-38080	8.77	1.73	0.38	1.6199999999999992	12.5
K&D/NOS-65956	13.43	2.31	0.74	1.7399999999999984	18.22
K&D/NOS-67411	4.74	0.8	0.37	0.07000000000000028	5.98
K&D/NOS-83681	42.94	7.22	2.04	1.6200000000000045	53.82
K&D/NUT-48803	12.41	2.23	0.69	1.209999999999999	16.54
K&D/OFF-93349	26.14	4.39	1.1	3.2199999999999918	34.849999999999994
K&D/OGG-25224	14.61	2.7	1.15	1.5800000000000018	20.04
K&D/OLD-01042	10.4	1.88	0.8	1.6699999999999982	14.75
K&D/OLD-37856	12.85	2.32	0.66	1.2700000000000014	17.1
K&D/OLD-76861	19.01	3.15	1.71	1.6600000000000001	25.53
K&D/OPE-49427	7.08	1.09	0.17	0.5899999999999999	8.93
K&D/OST-19009	6.69	1.2	0.2	1.4299999999999997	9.52
K&D/OST-58602	4.48	0.79	0.3	0.6499999999999995	6.22
K&D/OST-89046	6.62	1.13	0.34	0.8100000000000005	8.9
K&D/OXO-02992	22.68	3.91	0.43	1.740000000000002	28.76
K&D/OXO-11046	5.42	0.95	0.24	0.6099999999999994	7.22
K&D/OXO-25147	6.3	0.97	0.23	0.5299999999999994	8.03
K&D/OXO-32016	33.3	5.4	2.14	2.0700000000000003	42.91
K&D/OXO-38699	4.86	0.8	0.38	0.4499999999999975	6.4899999999999975
K&D/OXO-46143	17.41	2.89	1.35	2.219999999999999	23.87
K&D/OXO-49013	6.71	1.05	0.44	0.26000000000000156	8.46
K&D/OXO-50992	8.95	1.67	0.58	0.75	11.95
K&D/OXO-51672	3.88	0.75	0.1	0.7100000000000009	5.44
K&D/OXO-61598	2.7	0.48	0.08	0.41999999999999993	3.68
K&D/OXO-80649	5.51	1.0	0.47	0.1800000000000006	7.16
K&D/OYS-94378	6.66	1.1	0.52	0.6600000000000001	8.94
K&D/OZE-07349	20.18	3.51	1.15	0.480000000000004	25.32
K&D/OZE-22925	9.29	1.63	0.84	0.8800000000000026	12.64
K&D/OZE-23450	9.42	1.6	0.56	0.4499999999999993	12.03
K&D/PAN-18925	7.37	1.32	0.47	0.379999999999999	9.54
K&D/PAR-90255	2.05	0.34	0.1	0.26000000000000023	2.75
K&D/PAS-54475	35.06	5.92	1.88	4.199999999999996	47.06
K&D/PER-14190	12.83	2.39	1.11	1.4599999999999973	17.79
K&D/PHI-04662	1.49	0.26	0.08	0.2599999999999998	2.09
K&D/PLA-29252	2.33	0.36	0.07	0.26000000000000023	3.02
K&D/PLA-45987	5.64	1.06	0.22	0.6800000000000006	7.6
K&D/POC-19559	22.17	3.82	0.39	1.6799999999999962	28.06
K&D/POL-33081	6.82	1.11	0.41	0.6099999999999994	8.95
K&D/POL-79805	2.11	0.37	0.05	0.30000000000000027	2.83
K&D/POP-93229	7.65	1.34	0.15	1.7699999999999996	10.91
K&D/POR-12748	2.91	0.5	0.19	0.1499999999999999	3.75
K&D/PRE-09375	4.75	0.78	0.11	0.6599999999999993	6.3
K&D/PRE-24943	1.84	0.31	0.04	0.3500000000000001	2.54
K&D/PRE-35856	7.57	1.31	0.44	0.16999999999999993	9.49
K&D/PRE-64593	12.16	2.16	0.37	1.549999999999999	16.24
K&D/PRE-82265	4.72	0.83	0.41	0.1900000000000004	6.15
K&D/PRE-94303	8.9	1.65	0.66	1.0999999999999996	12.31
K&D/PRO-05017	3.77	0.64	0.23	0.6099999999999994	5.25
K&D/PRO-34285	20.19	3.37	1.03	0.9199999999999982	25.51
K&D/PRO-80328	10.43	1.8	0.58	0.2699999999999996	13.08
K&D/PRO-86664	6.67	1.11	0.47	0.3099999999999987	8.559999999999999
K&D/PRO-96817	15.16	2.39	1.03	0.7199999999999989	19.3
K&D/PUR-20359	14.34	2.27	1.2	0.25	18.06
K&D/PYR-17880	16.1	2.7	0.48	2.3699999999999974	21.65
K&D/PYR-56049	12.89	2.41	1.07	1.4599999999999973	17.83
K&D/PYR-78669	4.83	0.8	0.35	0.20000000000000018	6.18
K&D/PYR-80723	19.43	3.26	1.69	0.3000000000000007	24.68
K&D/PYR-88387	2.29	0.36	0.08	0.22999999999999998	2.96
K&D/PYR-91947	58.56	9.64	5.0	5.959999999999994	79.16
K&D/QUI-07487	5.43	1.02	0.49	0.7500000000000009	7.69
K&D/RED-11317	9.3	1.67	0.85	0.8100000000000005	12.63
K&D/REF-77542	9.61	1.47	0.63	0.33999999999999986	12.05
K&D/RES-27315	6.16	0.95	0.26	0.40999999999999837	7.7799999999999985
K&D/REV-11972	3.99	0.66	0.19	0.20999999999999908	5.05
K&D/ROU-14216	6.12	0.99	0.15	0.5399999999999991	7.8
K&D/ROY-13372	15.79	2.61	1.39	1.0500000000000007	20.84
K&D/RSV-00582	1.92	0.37	0.11	0.25	2.65
K&D/RSV-09790	3.22	0.57	0.11	0.5800000000000005	4.48
K&D/RSV-14305	5.06	0.88	0.32	0.4500000000000002	6.71
K&D/RSV-34029	7.3	1.16	0.35	0.33000000000000185	9.14
K&D/RSV-36763	26.46	5.02	1.28	4.840000000000003	37.6
K&D/RSV-37179	3.63	0.64	0.1	0.5600000000000005	4.93
K&D/RSV-45108	2.64	0.46	0.2	0.17999999999999927	3.4799999999999995
K&D/RSV-52345	8.93	1.47	0.75	0.8200000000000003	11.97
K&D/RUB-08635	8.13	1.3	0.57	0.6599999999999966	10.659999999999998
K&D/RUB-52386	6.71	1.08	0.18	0.8199999999999994	8.79
K&D/RUB-64236	2.0	0.36	0.07	0.2100000000000004	2.64
K&D/RUB-64582	1.89	0.3	0.08	0.10000000000000009	2.37
K&D/RUB-71028	6.12	1.03	0.3	0.6299999999999999	8.08
K&D/RUB-77014	8.9	1.62	0.22	1.049999999999999	11.79
K&D/RUB-81029	2.52	0.41	0.19	0.029999999999999805	3.15
K&D/SAE-11700	20.15	3.57	1.35	2.5799999999999983	27.65
K&D/SET-19229	2.04	0.32	0.12	0.10000000000000009	2.58
K&D/SET-33107	3.82	0.71	0.32	0.5300000000000002	5.38
K&D/SET-50488	2.39	0.4	0.13	0.08000000000000007	3.0
K&D/SHA-85476	6.95	1.24	0.39	0.30999999999999694	8.889999999999997
K&D/SHO-91968	2.75	0.48	0.25	0.16000000000000014	3.64
K&D/SHU-47660	10.53	1.66	0.26	0.7700000000000014	13.22
K&D/SIL-24220	7.92	1.27	0.66	0.5700000000000003	10.42
K&D/SIS-79268	5.01	0.91	0.3	0.6800000000000006	6.9
K&D/SMA-02088	2.33	0.43	0.11	0.21999999999999975	3.09
K&D/SOD-13305	16.69	2.7	0.33	2.280000000000001	22.0
K&D/SOD-43788	7.85	1.35	0.13	1.3100000000000005	10.64
K&D/SPR-26924	2.18	0.36	0.05	0.25	2.84
K&D/STA-02514	13.58	2.24	1.16	0.38999999999999346	17.369999999999994
K&D/STA-17248	8.57	1.38	0.79	0.620000000000001	11.36
K&D/STA-56549	17.17	2.82	0.9	0.9800000000000004	21.87
K&D/STA-72404	5.82	1.05	0.23	0.47999999999999865	7.579999999999999
K&D/SUE-77965	3.45	0.58	0.3	0.29000000000000004	4.62
K&D/SUN-90369	10.43	1.83	0.36	0.4800000000000004	13.1
K&D/SUP-39375	11.5	1.83	0.37	0.7700000000000014	14.47
K&D/T-F-15192	7.51	1.37	0.47	0.8800000000000008	10.23
K&D/T-F-28063	41.7	6.82	2.69	4.179999999999993	55.38999999999999
K&D/T-F-72949	2.84	0.49	0.13	0.2200000000000002	3.68
K&D/TAB-26355	5.52	1.0	0.47	0.6300000000000008	7.62
K&D/TAK-07148	2.41	0.43	0.22	0.3299999999999996	3.39
K&D/TEE-73233	17.34	2.71	1.03	0.7099999999999973	21.79
K&D/THE-03668	5.67	1.05	0.09	0.7400000000000002	7.55
K&D/THE-05470	1.92	0.36	0.06	0.2400000000000002	2.58
K&D/THE-10608	19.57	3.31	0.78	1.8500000000000014	25.51
K&D/THE-23995	2.86	0.51	0.04	0.34999999999999964	3.76
K&D/THE-40053	6.31	1.1	0.35	0.5899999999999999	8.35
K&D/THE-51332	2.24	0.36	0.08	0.11999999999999966	2.8
K&D/TOR-03543	3.36	0.63	0.18	0.33999999999999986	4.51
K&D/TOT-29495	10.57	1.73	0.37	1.0099999999999998	13.68
K&D/TOT-79291	14.94	2.46	0.38	2.0600000000000023	19.84
K&D/TOT-99233	3.18	0.54	0.23	0.14999999999999947	4.1
K&D/TRU-42325	4.5	0.76	0.27	0.3299999999999992	5.8599999999999985
K&D/TUP-30360	8.87	1.61	0.52	1.070000000000002	12.07
K&D/TUS-84156	7.67	1.42	0.3	1.1499999999999986	10.54
K&D/TWI-82704	4.22	0.76	0.28	0.54	5.8
K&D/UPD-02237	2.65	0.49	0.17	0.4600000000000004	3.77
K&D/VEV-87873	3.78	0.71	0.09	0.5199999999999996	5.1
K&D/VIC-28771	11.1	1.89	0.28	1.6100000000000012	14.88
K&D/VIN-66707	17.56	2.91	1.01	2.3200000000000003	23.8
K&D/WAT-25797	3.35	0.6	0.31	0.29000000000000004	4.55
K&D/WEA-47370	4.14	0.71	0.08	0.5700000000000003	5.5
K&D/WED-43353	20.55	3.76	1.26	3.149999999999995	28.72
K&D/WED-76472	8.64	1.51	0.13	1.1999999999999993	11.48
K&D/WED-96094	2.11	0.39	0.12	0.3799999999999999	3.0
K&D/WES-78265	6.21	0.97	0.13	0.6300000000000008	7.94
K&D/WHI-39245	9.02	1.5	0.71	0.7400000000000002	11.97
K&D/WHI-45717	5.18	0.86	0.46	0.21999999999999975	6.72
K&D/WIL-06195	17.91	3.09	1.18	0.7899999999999991	22.97
K&D/WIL-08321	5.01	0.86	0.37	0.79	7.03
K&D/WIL-17500	11.17	1.95	0.8	1.3599999999999994	15.28
K&D/WIL-29384	4.02	0.68	0.12	0.3100000000000005	5.13
K&D/WIL-36040	5.3	0.86	0.25	0.5300000000000002	6.94
K&D/WIL-36048	2.62	0.42	0.12	0.17999999999999972	3.34
K&D/WIL-69966	15.02	2.88	1.31	1.8500000000000014	21.06
K&D/WIL-79539	3.21	0.53	0.06	0.2999999999999994	4.1
K&D/WIL-79604	1.73	0.29	0.02	0.2799999999999998	2.32
K&D/WIL-83212	3.02	0.52	0.29	0.41999999999999993	4.25
K&D/WIL-88961	5.01	0.83	0.12	0.5599999999999996	6.52
K&D/WIL-96364	8.68	1.5	0.19	1.450000000000001	11.82
K&D/WIN-15672	18.68	3.19	1.6	2.039999999999999	25.51
K&D/WMF-87919	4.88	0.89	0.23	0.5199999999999996	6.52
K&D/WON-12149	3.93	0.7	0.24	0.16999999999999993	5.04
K&D/WOO-15248	3.33	0.66	0.31	0.4300000000000006	4.73
K&D/WUS-10669	5.96	1.01	0.5	0.03000000000000025	7.5
K&D/WUS-52482	8.22	1.49	0.49	0.9199999999999982	11.12
K&D/XIK-70399	6.82	1.18	0.13	0.42999999999999794	8.559999999999999
K&D/ZAK-64616	2.38	0.42	0.12	0.41000000000000014	3.33
K&D/ZER-91603	2.96	0.51	0.11	0.23000000000000043	3.81
K&D/ZEV-78359	11.73	2.2	0.89	1.629999999999999	16.45
K&D/ZOJ-00744	5.63	0.93	0.13	0.5600000000000005	7.25
K&D/ZOJ-66666	8.49	1.36	0.19	1.0900000000000016	11.13
K&D/ZOK-27490	18.23	3.24	1.47	1.230000000000004	24.17
K&D/ZOK-59579	6.14	1.04	0.14	0.9800000000000013	8.3
K&D/ZOK-80623	3.63	0.62	0.26	0.4800000000000004	4.99
K&D/ZYL-53401	14.93	2.36	1.2	0.7200000000000024	19.21
M&T/&QU-42305	3.86	0.66	0.07	0.7400000000000002	5.33
M&T/7TH-34490	2.88	0.49	0.22	0.4599999999999995	4.05
M&T/A D-11643	3.71	0.66	0.28	0.2099999999999982	4.8599999999999985
M&T/A M-00279	27.75	4.97	0.48	3.180000000000007	36.38
M&T/AME-35709	7.97	1.32	0.26	0.8600000000000012	10.41
M&T/ANG-60124	6.2	1.02	0.19	1.049999999999998	8.459999999999999
M&T/ANI-79727	5.59	1.01	0.37	0.8099999999999987	7.7799999999999985
M&T/ARE-18032	4.33	0.73	0.08	0.7699999999999969	5.9099999999999975
M&T/ARR-28224	7.27	1.29	0.61	1.0900000000000016	10.26
M&T/BAB-42333	2.42	0.4	0.14	0.31000000000000005	3.27
M&T/BAN-62640	19.02	3.5	1.64	2.3999999999999986	26.56
M&T/BEF-65369	13.72	2.64	0.98	1.9499999999999993	19.29
M&T/BLU-22530	2.28	0.39	0.08	0.4199999999999995	3.1699999999999995
M&T/BLU-25066	2.52	0.43	0.09	0.48	3.52
M&T/BOB-23895	13.62	2.31	0.48	0.7100000000000009	17.12
M&T/BOY-55740	2.57	0.42	0.17	0.0600000000000005	3.22
M&T/BRO-28889	4.73	0.89	0.42	0.4900000000000002	6.53
M&T/CAT-26005	7.03	1.1	0.13	0.7099999999999955	8.969999999999997
M&T/CAT-34864	10.18	1.68	0.78	0.2500000000000018	12.89
M&T/CHA-37697	21.27	3.95	1.3	3.0500000000000007	29.57
M&T/CHI-71367	2.84	0.47	0.14	0.14000000000000012	3.59
M&T/CHR-86483	8.12	1.43	0.39	0.9900000000000002	10.93
M&T/COC-32104	13.35	2.3	0.6	0.9800000000000004	17.23
M&T/COL-14503	8.22	1.57	0.45	1.1899999999999995	11.43
M&T/CON-54112	3.31	0.56	0.12	0.5599999999999996	4.55
M&T/CSI-05526	4.24	0.73	0.36	0.4299999999999988	5.76
M&T/DAL-75889	8.49	1.5	0.5	1.0099999999999998	11.5
M&T/DAN-11410	21.92	3.58	1.42	2.889999999999997	29.81
M&T/DAN-70038	3.73	0.69	0.36	0.4399999999999995	5.22
M&T/DAY-28352	2.45	0.43	0.18	0.2999999999999994	3.36
M&T/DE--46875	16.31	2.7	0.67	2.41	22.09
M&T/DIS-59046	5.42	0.9	0.13	0.9699999999999998	7.42
M&T/DOC-64197	9.29	1.6	0.4	0.5300000000000011	11.82
M&T/DOG-81038	2.33	0.43	0.16	0.19999999999999973	3.12
M&T/DON-40634	1.89	0.32	0.05	0.14000000000000012	2.4
M&T/DOR-90593	4.17	0.74	0.17	0.7799999999999985	5.8599999999999985
M&T/EAR-58132	7.35	1.34	0.38	0.9299999999999997	10.0
M&T/EME-39740	10.52	1.82	0.8	0.8699999999999992	14.01
M&T/EMP-62673	18.3	3.31	0.59	2.539999999999999	24.74
M&T/EVE-53786	3.4	0.64	0.32	0.3099999999999996	4.67
M&T/FAM-33305	1.37	0.25	0.08	0.15999999999999992	1.86
M&T/FAN-22165	2.18	0.35	0.07	0.31000000000000005	2.91
M&T/FAN-61921	7.7	1.32	0.68	0.4900000000000002	10.19
M&T/FLE-96290	2.31	0.4	0.15	0.16999999999999993	3.03
M&T/FOR-17403	12.67	2.26	0.44	1.0299999999999994	16.4
M&T/FOY-62157	8.36	1.35	0.23	0.8300000000000001	10.77
M&T/FRI-43646	2.41	0.37	0.2	0.04999999999999938	3.03
M&T/FRO-89487	5.03	0.87	0.38	0.6600000000000001	6.94
M&T/FUL-24840	3.2	0.53	0.13	0.5800000000000001	4.44
M&T/GET-13024	6.67	1.15	0.1	0.5600000000000005	8.48
M&T/GIL-38842	24.79	4.32	0.5	1.7899999999999991	31.4
M&T/GO-25806	6.29	1.11	0.49	0.28999999999999915	8.18
M&T/GOD-47866	8.55	1.56	0.15	1.6099999999999977	11.87
M&T/GOD-93292	16.91	3.14	0.87	2.7699999999999996	23.69
M&T/GOO-27817	5.95	1.0	0.22	0.6799999999999997	7.85
M&T/GOS-27877	17.9	2.79	0.81	1.2800000000000047	22.78
M&T/HEA-79224	3.83	0.6	0.14	0.2400000000000002	4.81
M&T/HEI-78481	2.72	0.43	0.19	0.1599999999999997	3.5
M&T/HEN-37572	8.52	1.45	0.44	1.070000000000002	11.48
M&T/HOP-18080	7.23	1.21	0.46	0.389999999999997	9.29
M&T/HOU-63685	3.4	0.58	0.16	0.34999999999999876	4.489999999999998
M&T/HOW-50723	6.9	1.31	0.6	0.629999999999999	9.44
M&T/I H-14099	2.93	0.55	0.23	0.4099999999999997	4.12
M&T/ICE-39074	1.96	0.38	0.18	0.23999999999999977	2.76
M&T/IDL-52768	5.83	0.92	0.08	0.5599999999999996	7.39
M&T/IT-98362	16.08	2.73	1.17	1.4700000000000024	21.45
M&T/KIN-43395	11.32	2.09	0.73	0.8399999999999999	14.98
M&T/KIN-64190	6.63	1.12	0.42	1.0099999999999998	9.18
M&T/KUF-63605	4.34	0.75	0.25	0.7699999999999987	6.1099999999999985
M&T/LAV-47978	12.36	2.19	0.75	0.6400000000000006	15.94
M&T/LAW-59645	3.71	0.61	0.33	0.17999999999999972	4.83
M&T/LEG-31142	1.91	0.33	0.1	0.3500000000000001	2.69
M&T/LES-87870	6.12	0.96	0.39	0.47000000000000064	7.94
M&T/LIT-83327	4.29	0.73	0.37	-0.019999999999999574	5.37
M&T/LOR-01448	14.38	2.33	0.61	0.7100000000000009	18.03
M&T/LOS-85241	7.6	1.37	0.52	0.5	9.989999999999998
M&T/LOV-67652	11.38	1.95	0.71	0.9100000000000001	14.95
M&T/LOV-70852	2.92	0.51	0.22	0.28000000000000025	3.93
M&T/MAC-62648	1.85	0.29	0.03	0.18000000000000016	2.35
M&T/MAC-65744	2.48	0.44	0.13	0.25	3.3
M&T/MAD-07344	7.06	1.25	0.33	0.7100000000000009	9.35
M&T/MAD-68827	9.35	1.6	0.34	1.2700000000000014	12.56
M&T/MAN-78250	11.53	1.99	0.73	1.3599999999999994	15.61
M&T/MET-70556	4.03	0.71	0.1	0.54	5.38
M&T/MIG-78892	2.87	0.47	0.17	0.1200000000000001	3.63
M&T/MIK-36759	10.24	1.75	0.62	1.0200000000000014	13.63
M&T/MOV-06612	3.96	0.62	0.14	0.4300000000000006	5.15
M&T/MR-21538	5.23	0.89	0.19	0.8299999999999992	7.14
M&T/MR.-23276	2.15	0.34	0.16	0.06000000000000005	2.71
M&T/MUR-83488	3.64	0.59	0.08	0.3099999999999996	4.62
M&T/NAP-62436	2.43	0.43	0.21	0.21999999999999975	3.29
M&T/NAU-48895	19.54	3.4	0.43	2.3800000000000026	25.75
M&T/PIL-13811	4.28	0.73	0.35	0.6000000000000005	5.96
M&T/POE-90428	2.05	0.39	0.19	0.2400000000000002	2.87
M&T/PRI-77159	9.81	1.77	0.8	1.4399999999999995	13.82
M&T/QUE-42873	4.42	0.76	0.17	0.9199999999999999	6.27
M&T/REN-41714	19.63	3.38	0.48	2.1700000000000017	25.66
M&T/RUN-03883	2.07	0.36	0.08	0.18000000000000016	2.69
M&T/RUN-73320	7.84	1.37	0.35	1.5399999999999991	11.1
M&T/RUS-29344	14.17	2.63	0.27	2.120000000000001	19.19
M&T/SAR-60012	7.87	1.31	0.28	1.1900000000000013	10.65
M&T/SAT-74943	2.7	0.53	0.09	0.5099999999999998	3.83
M&T/SEI-19048	9.19	1.45	0.62	0.5100000000000016	11.77
M&T/SNL-36843	6.69	1.07	0.23	0.5999999999999988	8.59
M&T/SNO-03111	5.46	0.91	0.22	0.7199999999999998	7.31
M&T/SOM-61120	7.03	1.25	0.34	0.9299999999999997	9.55
M&T/SPI-04124	1.94	0.32	0.07	0.2400000000000002	2.57
M&T/ST.-41695	1.79	0.29	0.16	0.08999999999999986	2.33
M&T/STA-34133	13.55	2.09	0.87	0.4599999999999973	16.97
M&T/STA-37917	6.43	1.11	0.14	0.5899999999999999	8.27
M&T/STA-75900	17.38	3.18	1.59	1.4800000000000004	23.63
M&T/STI-50868	8.09	1.49	0.31	1.0299999999999994	10.92
M&T/SUD-83293	2.0	0.34	0.04	0.3999999999999999	2.78
M&T/TAL-50614	2.27	0.37	0.12	0.09999999999999964	2.86
M&T/TEE-15736	4.25	0.78	0.27	0.7399999999999993	6.04
M&T/TEE-20361	4.68	0.85	0.39	0.5000000000000009	6.42
M&T/TEE-65931	6.27	1.01	0.35	0.5800000000000018	8.21
M&T/THA-66862	2.34	0.38	0.11	0.28000000000000025	3.11
M&T/THE-06570	7.59	1.38	0.69	0.7600000000000016	10.42
M&T/THE-10888	3.85	0.64	0.08	0.5	5.07
M&T/THE-15845	2.24	0.41	0.13	0.2699999999999996	3.05
M&T/THE-21418	4.41	0.77	0.1	0.2900000000000009	5.57
M&T/THE-28363	18.14	3.44	0.95	3.2099999999999973	25.74
M&T/THE-34453	6.68	1.18	0.33	0.5899999999999999	8.78
M&T/THE-40808	1.51	0.24	0.04	0.19999999999999996	1.99
M&T/THE-44021	6.2	1.02	0.55	0.46999999999999975	8.24
M&T/THE-47005	10.13	1.9	0.9	0.9599999999999991	13.89
M&T/THE-48062	10.62	1.91	0.24	1.2699999999999996	14.04
M&T/THE-48473	4.11	0.64	0.23	0.35999999999999943	5.34
M&T/THE-50185	11.47	2.2	0.82	1.8699999999999974	16.36
M&T/THE-54076	25.04	4.62	0.45	3.020000000000003	33.13
M&T/THE-62869	2.04	0.33	0.11	0.18999999999999995	2.67
M&T/THE-67267	6.42	1.07	0.49	0.8899999999999988	8.87
M&T/THE-68757	23.64	4.04	1.66	1.2800000000000011	30.62
M&T/THE-70090	7.53	1.31	0.17	1.0099999999999998	10.02
M&T/THE-75174	2.02	0.36	0.09	0.2200000000000002	2.69
M&T/THE-75288	3.24	0.61	0.24	0.4399999999999986	4.5299999999999985
M&T/THE-78600	2.37	0.37	0.04	0.23999999999999977	3.02
M&T/THE-82345	4.3	0.77	0.37	0.45999999999999996	5.9
M&T/THE-89419	7.4	1.35	0.2	1.4900000000000002	10.44
M&T/THE-90996	9.3	1.63	0.51	1.6600000000000001	13.1
M&T/THE-93870	13.67	2.21	0.84	1.4600000000000009	18.18
M&T/THE-95738	11.03	1.97	0.25	1.4000000000000004	14.65
M&T/THE-98119	2.94	0.54	0.09	0.3500000000000001	3.92
M&T/THI-61876	4.59	0.81	0.17	0.37999999999999723	5.9499999999999975
M&T/TRA-16146	10.94	1.8	0.93	0.9499999999999993	14.62
M&T/TWI-79732	11.49	1.99	0.46	1.4999999999999982	15.44
